id_siniestro,nro_victimas,fecha,franja_hora,tipo_calle,Dirección Normalizada,comuna,longitud,latitud,vehiculo_victima,vehiculo_acusado,rol,sexo,edad,gravedad
2021-0064,1,2021-08-02,20,gral paz,"PAZ, GRAL. AV. y TONELERO",9,-58.52931141,-34.65422917,peaton,cargas,peaton,masculino,37,fatal
2021-0065,1,2021-08-06,8,avenida,SAN JUAN AV. y LA PLATA AV.,6,-58.42675754,-34.62699730,peaton,pasajeros,peaton,femenino,63,fatal
2021-0066,1,2021-08-06,20,avenida,"LOPE DE VEGA AV. y PAZ, GRAL. AV.",11,-58.52933723,-34.61098186,peaton,pasajeros,peaton,masculino,59,fatal
2021-0067,1,2021-08-08,9,autopista,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI y BRASIL,1,-58.37910943,-34.62764718,moto,objeto fijo,conductor,masculino,27,fatal
2021-0068,1,2021-08-15,6,avenida,"BEIRO, FRANCISCO AV. 5071",11,-58.52161176,-34.61164474,moto,objeto fijo,conductor,masculino,39,fatal
2021-0069,1,2021-08-20,17,avenida,SANTA FE AV. 3428,14,-58.41354692,-34.58697680,peaton,auto,peaton,masculino,17,fatal
2021-0070,1,2021-08-28,8,avenida,"CHILAVERT, MARTINIANO, CORONEL y VARELA AV.",8,-58.43960781,-34.65470804,moto,cargas,conductor,masculino,31,fatal
2021-0071,1,2021-08-31,16,calle,SAN LUIS 2730,3,-58.40454610,-34.60003693,peaton,moto,peaton,masculino,88,fatal
2021-0072,1,2021-09-01,19,avenida,CALLAO AV. y PARAGUAY,2,-58.39303911,-34.59871111,peaton,auto,peaton,femenino,57,fatal
2021-0073,1,2021-09-18,12,avenida,"DEL LIBERTADOR AV. y AGOTE, LUIS DR.",2,-58.39391034,-34.58405348,bicicleta,auto,ciclista,femenino,76,fatal
2021-0074,1,2021-09-20,15,gral paz,"PAZ, GRAL. AV. y BALBIN, RICARDO, DR. AV.",12,-58.50073810,-34.54979510,moto,multiple,conductor,masculino,55,fatal
2021-0075,1,2021-09-21,14,calle,SALTA y BRASIL,1,-58.38281301,-34.62786038,peaton,cargas,peaton,masculino,65,fatal
2021-0076,1,2021-10-16,6,avenida,"MORENO, PERITO AV. 2152",7,-58.43980799,-34.65094083,moto,objeto fijo,conductor,masculino,31,fatal
2021-0077,1,2021-10-18,7,avenida,DIRECTORIO AV. 1169,6,-58.44402387,-34.62933109,moto,cargas,conductor,femenino,31,fatal
2021-0078,1,2021-10-23,6,avenida,INDEPENDENCIA AV. y LA PLATA AV.,6,-58.42779702,-34.62207347,moto,pasajeros,conductor,masculino,22,fatal
2021-0079,1,2021-10-25,3,calle,TUCUMAN 3112,3,-58.40944147,-34.60097942,peaton,auto,peaton,masculino,,fatal
2021-0080,1,2021-10-28,16,avenida,ARENALES y 9 DE JULIO AV.,1,-58.38277479,-34.59430160,moto,auto,conductor,masculino,32,fatal
2021-0081,1,2021-11-02,13,autopista,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI y BRANDSEN,4,-58.37627355,-34.63800916,moto,cargas,conductor,masculino,26,fatal
2021-0082,1,2021-11-06,4,autopista,AUTOPISTA 25 DE MAYO y PASCO,3,-58.39591856,-34.62453459,moto,auto,conductor,masculino,38,fatal
2021-0083,1,2021-11-09,0,avenida,CABILDO AV. y OLAZABAL,13,-58.45829717,-34.56015762,moto,auto,conductor,masculino,30,fatal
2021-0084,1,2021-11-11,3,avenida,TAPALQUE y BRUIX AV.,9,-58.49142611,-34.64584795,auto,objeto fijo,conductor,masculino,32,fatal
2021-0085,1,2021-11-20,18,gral paz,"PAZ, GRAL. AV. y EZEIZA",12,-58.51271409,-34.57786555,moto,objeto fijo,conductor,masculino,49,fatal
2021-0086,1,2021-11-25,10,avenida,RIVADAVIA AV. y PUAN,6,-58.44864864,-34.62352826,peaton,pasajeros,peaton,masculino,75,fatal
2021-0087,1,2021-11-27,11,calle,ESMERALDA 1359,1,-58.37795815,-34.59167894,peaton,bicicleta,peaton,femenino,73,fatal
2021-0088,1,2021-12-01,15,calle,MONROE y 3 DE FEBRERO,13,-58.45531707,-34.55555257,moto,auto,conductor,masculino,45,fatal
2021-0089,1,2021-12-02,1,avenida,GAONA AV. 3655,11,-58.47633683,-34.62140594,moto,auto,conductor,masculino,41,fatal
2021-0090,1,2021-12-10,11,avenida,9 DE JULIO AV. y LAVALLE,1,-58.38188582,-34.60256036,peaton,pasajeros,peaton,masculino,73,fatal
2021-0091,1,2021-12-11,23,calle,"BAIGORRIA y HUGO, VICTOR",10,-58.51989389,-34.62284918,moto,auto,conductor,masculino,24,fatal
2021-0092,1,2021-12-12,6,avenida,RIVADAVIA AV. y PUEYRREDON AV.,3,-58.40596860,-34.61011987,peaton,auto,peaton,femenino,50,fatal
2021-0093,1,2021-12-13,17,avenida,RIESTRA AV. y MOM,7,-58.43353773,-34.64561636,moto,auto,pasajero_acompañante,femenino,18,fatal
2021-0094,1,2021-12-20,1,autopista,"DELLEPIANE, LUIS, TTE. GRAL. y LACARRA AV.",9,-58.46739825,-34.65117757,moto,auto,pasajero_acompañante,femenino,43,fatal
2021-0095,1,2021-12-30,0,avenida,GAONA AV. y TERRADA,11,-58.47293407,-34.61984745,moto,cargas,conductor,masculino,27,fatal
2021-0096,1,2021-12-15,10,avenida,"PERON, EVA AV. 4071",9,-58.47066794,-34.65021673,auto,cargas,conductor,masculino,60,fatal
2021-0097,1,2021-11-18,6,calle,PADRE CARLOS MUGICA 709,1,-58.37976155,-34.58679619,bicicleta,auto,ciclista,masculino,53,fatal
